employee_id,hire_date,department,role,salary_usd,age,gender,office,education,years_experience,performance_score,satisfaction_score,is_active
EMP-2987,2021-04-27,Engineering,Engineering Manager,148000,52,Male,New York,Bachelor,8,1.3,3.7,True
EMP-2988,2016-11-28,Engineering,Junior Dev,110700,43,Female,New York,Bachelor,13,1.8,5.4,True
EMP-2989,2020-10-13,Finance,Finance Manager,107600,27,Non-binary,London,Bachelor,0,3.1,9.1,True
EMP-2990,2019-12-04,Marketing,Marketing Manager,103400,29,Male,Sydney,Bachelor,6,4.9,1.9,False
EMP-2991,2018-01-06,Product,Product Analyst,85900,24,Non-binary,Toronto,High School,0,1.7,2.4,False
EMP-2992,2019-09-09,Marketing,CMO,133200,29,Male,New York,Bachelor,0,3.9,3.0,True
EMP-2993,2019-10-24,Sales,Account Executive,76600,52,Female,Sydney,High School,14,4.4,7.0,True
EMP-2994,2016-08-14,Operations,Ops Manager,86400,58,Female,Remote,Bachelor,31,2.0,2.7,True
EMP-2995,2015-05-28,HR,HR Manager,93100,27,Non-binary,Toronto,PhD,1,2.8,2.6,True
EMP-2996,2022-10-02,Finance,Accountant,115400,30,Male,London,PhD,0,1.3,9.8,False
EMP-2997,2016-11-20,Finance,Finance Manager,138700,22,Male,Berlin,Bachelor,0,1.9,8.2,True
EMP-2998,2018-01-15,Sales,SDR,72800,52,Non-binary,Remote,Bachelor,0,2.1,3.0,True
EMP-2999,2019-09-28,Product,Product Manager,109200,53,Male,Remote,Master,18,3.1,9.6,False
EMP-3000,2019-03-01,Product,VP of Product,193500,38,Male,London,High School,1,1.9,1.0,True
EMP-3001,2021-01-01,Engineering,Staff Engineer,160400,52,Non-binary,Remote,Bachelor,15,2.7,3.8,True
EMP-3002,2019-03-02,Sales,VP of Sales,132700,49,Female,Sydney,PhD,3,1.0,3.8,False
EMP-3003,2020-09-07,Engineering,Senior Dev,111600,40,Non-binary,Sydney,Bachelor,15,3.2,9.7,True
EMP-3004,2022-02-27,HR,HR Director,109400,57,Non-binary,Berlin,Bachelor,20,2.4,9.1,True
EMP-3005,2015-11-03,Engineering,Staff Engineer,169300,48,Male,New York,Master,21,1.5,9.2,True
EMP-3006,2017-07-04,HR,HR Coordinator,58700,47,Male,Toronto,Master,1,4.4,2.6,False
EMP-3007,2022-03-19,Marketing,SEO Specialist,95200,39,Non-binary,Berlin,Master,7,1.2,9.3,False
EMP-3008,2019-10-12,Legal,Paralegal,82600,26,Male,Berlin,Bachelor,1,2.6,4.7,True
EMP-3009,2023-01-31,Operations,COO,91600,23,Female,Berlin,Master,2,4.5,4.5,True
EMP-3010,2019-09-08,HR,Recruiter,88600,40,Male,Berlin,Master,9,4.3,6.9,True
EMP-3011,2018-02-07,Finance,Finance Manager,137000,53,Male,Remote,High School,3,4.5,9.6,True
EMP-3012,2017-11-19,Finance,Finance Manager,127100,23,Non-binary,Sydney,PhD,0,4.0,8.0,True
EMP-3013,2022-12-26,Product,Product Analyst,122600,58,Male,London,High School,37,4.4,4.3,True
EMP-3014,2015-04-01,Operations,COO,79100,56,Non-binary,Sydney,Bachelor,5,4.1,4.8,True
EMP-3015,2018-07-02,Engineering,Engineering Manager,160000,58,Female,Berlin,PhD,0,4.4,5.6,True
EMP-3016,2016-12-20,Marketing,Content Writer,80900,46,Female,Sydney,Master,16,1.8,2.0,True
EMP-3017,2018-03-06,Engineering,Engineering Manager,210400,31,Male,Berlin,Bachelor,8,3.9,6.3,True
EMP-3018,2022-07-28,HR,HR Coordinator,69400,52,Non-binary,Toronto,Master,15,2.4,4.8,True
EMP-3019,2022-12-15,Engineering,Lead Engineer,161200,35,Non-binary,Berlin,PhD,5,1.6,4.8,True
EMP-3020,2020-09-01,Finance,CFO,122100,32,Male,Toronto,Bachelor,9,5.0,4.3,False
EMP-3021,2019-06-02,Legal,General Counsel,152500,49,Male,London,Master,27,2.5,9.3,True
EMP-3022,2018-04-16,HR,HR Director,104500,32,Male,Toronto,PhD,7,3.4,5.7,False
EMP-3023,2017-02-25,Engineering,Senior Dev,111300,42,Male,Berlin,PhD,15,1.9,6.3,False
EMP-3024,2019-11-16,HR,Recruiter,73100,23,Female,Remote,Master,2,1.6,5.1,True
EMP-3025,2021-08-11,Marketing,Content Writer,83600,41,Male,Sydney,High School,1,3.9,2.7,True
EMP-3026,2020-11-11,Engineering,Lead Engineer,141900,34,Male,Berlin,Master,12,3.1,5.8,False
EMP-3027,2022-12-25,HR,HR Coordinator,59800,57,Female,Berlin,High School,19,3.6,9.9,True
EMP-3028,2016-04-07,Operations,Ops Analyst,69000,35,Non-binary,Berlin,PhD,4,4.7,5.3,True
EMP-3029,2021-08-05,Legal,Senior Counsel,144800,38,Female,Toronto,PhD,8,3.8,7.9,True
EMP-3030,2020-12-11,Marketing,CMO,129000,26,Non-binary,Remote,Master,5,1.6,7.1,True
EMP-3031,2020-02-16,Finance,Accountant,91600,58,Male,Sydney,Bachelor,4,3.0,6.1,True
EMP-3032,2018-10-19,HR,HR Coordinator,58100,40,Male,Berlin,High School,18,3.4,4.0,True
EMP-3033,2019-08-05,Sales,Sales Manager,100100,35,Female,Remote,PhD,4,2.3,6.1,True
EMP-3034,2023-05-07,Marketing,CMO,130700,54,Non-binary,New York,Master,7,3.5,2.6,True
EMP-3035,2016-07-07,Legal,General Counsel,159100,58,Male,Berlin,Master,12,4.6,9.2,True
EMP-3036,2023-08-05,Marketing,Content Writer,84100,42,Male,London,Master,9,1.3,2.6,True
EMP-3037,2016-12-01,Marketing,Content Writer,85600,52,Non-binary,New York,High School,20,1.5,8.1,True
EMP-3038,2022-04-28,Sales,VP of Sales,133600,47,Non-binary,Remote,Master,3,2.7,6.8,False
EMP-3039,2019-03-21,Engineering,Lead Engineer,147600,26,Male,New York,High School,5,4.0,9.4,True
EMP-3040,2020-04-21,HR,Recruiter,61300,41,Male,Toronto,Bachelor,5,4.4,1.2,True
EMP-3041,2017-02-05,Finance,Accountant,87300,52,Male,Toronto,PhD,0,2.2,9.9,True
EMP-3042,2018-07-12,HR,Recruiter,69100,54,Male,Sydney,Master,13,4.9,2.9,True
EMP-3043,2021-05-08,Engineering,Lead Engineer,126700,36,Non-binary,New York,Master,5,3.1,6.4,True
EMP-3044,2021-01-18,Engineering,Lead Engineer,119500,52,Male,Toronto,Bachelor,22,4.5,9.9,True
EMP-3045,2018-05-25,Product,Product Manager,121900,44,Male,New York,High School,7,4.7,1.1,True
EMP-3046,2017-10-12,Operations,Ops Manager,87200,30,Male,Toronto,PhD,3,1.8,2.5,False
EMP-3047,2019-02-05,Legal,Paralegal,100300,33,Female,Berlin,Master,6,2.5,5.5,True
EMP-3048,2017-12-27,Sales,Account Executive,92400,52,Female,Toronto,PhD,21,2.1,5.4,True
EMP-3049,2015-10-03,Marketing,SEO Specialist,97700,46,Female,Berlin,PhD,11,4.6,7.6,False
EMP-3050,2019-07-24,Marketing,Marketing Manager,106600,46,Non-binary,Remote,High School,9,4.9,3.1,True
EMP-3051,2021-08-21,Finance,Accountant,82200,38,Male,Remote,Bachelor,13,3.8,9.4,False
EMP-3052,2015-03-30,Sales,SDR,68900,57,Non-binary,Berlin,Master,31,4.9,7.6,True
EMP-3053,2017-06-25,HR,HR Coordinator,53500,30,Female,New York,Bachelor,1,3.0,7.8,True
EMP-3054,2019-04-19,HR,Recruiter,65300,44,Non-binary,Berlin,High School,7,2.9,4.5,False
EMP-3055,2020-01-11,Engineering,Junior Dev,113400,58,Female,Berlin,High School,19,4.0,6.9,True
EMP-3056,2018-12-11,Sales,SDR,69100,53,Male,Berlin,PhD,19,4.9,8.3,False
EMP-3057,2018-09-15,HR,HR Director,91100,58,Male,Sydney,PhD,4,3.9,6.9,True
EMP-3058,2023-11-11,Product,Senior PM,140800,33,Male,London,PhD,11,1.9,2.3,True
EMP-3059,2015-08-24,Legal,Senior Counsel,151900,23,Male,New York,Master,1,3.0,8.7,True
EMP-3060,2016-11-25,HR,HR Manager,71800,37,Female,Toronto,Bachelor,7,3.6,8.4,True
EMP-3061,2021-11-24,Product,VP of Product,189700,37,Non-binary,Toronto,Bachelor,7,4.3,4.6,True
EMP-3062,2016-08-10,HR,HR Manager,88000,49,Non-binary,London,Master,2,2.3,4.2,False
EMP-3063,2016-12-25,Sales,VP of Sales,116500,36,Female,Sydney,Bachelor,0,1.8,5.6,False
EMP-3064,2019-04-26,HR,HR Manager,74200,38,Female,Remote,PhD,11,1.2,9.7,True
EMP-3065,2015-12-17,Finance,Analyst,89500,29,Non-binary,Berlin,Bachelor,8,4.0,5.7,False
EMP-3066,2016-12-20,HR,HR Director,101500,57,Non-binary,Toronto,PhD,26,3.0,2.1,True
EMP-3067,2019-05-19,Product,Senior PM,161100,29,Female,New York,High School,4,3.0,5.0,True
EMP-3068,2015-07-01,Operations,Ops Analyst,59900,34,Female,Sydney,High School,6,4.2,5.3,True
EMP-3069,2017-06-13,Sales,SDR,77900,34,Male,New York,Master,9,3.1,7.6,False
EMP-3070,2019-05-24,Engineering,Lead Engineer,163300,26,Male,New York,PhD,0,3.2,5.2,True
EMP-3071,2020-06-23,Engineering,Lead Engineer,146300,34,Non-binary,New York,Bachelor,10,4.0,3.9,True
EMP-3072,2015-05-22,Operations,Ops Manager,70700,46,Female,Sydney,PhD,19,4.8,6.5,True
EMP-3073,2020-05-22,Marketing,CMO,131300,58,Non-binary,Berlin,Bachelor,22,1.9,10.0,True
EMP-3074,2020-11-24,HR,HR Director,86600,54,Male,Toronto,PhD,24,3.5,5.0,True
EMP-3075,2023-09-30,Legal,General Counsel,172800,33,Female,Remote,High School,11,4.6,1.3,False
EMP-3076,2021-01-10,Operations,COO,113300,58,Female,Sydney,High School,25,4.8,1.8,True
EMP-3077,2017-04-11,Sales,SDR,66600,46,Female,New York,Master,25,1.9,3.1,True
EMP-3078,2019-06-09,Marketing,CMO,123900,43,Non-binary,Berlin,High School,9,4.1,4.4,True
EMP-3079,2015-04-09,Product,Senior PM,151000,46,Male,Remote,Bachelor,8,4.5,5.0,False
EMP-3080,2018-06-20,Marketing,SEO Specialist,83500,38,Non-binary,Toronto,Bachelor,14,4.6,3.6,True
EMP-3081,2015-09-13,Engineering,Lead Engineer,163600,28,Non-binary,Sydney,Master,5,2.4,9.9,True
EMP-3082,2022-11-27,Engineering,Staff Engineer,148900,41,Female,Toronto,PhD,8,1.6,4.7,True
EMP-3083,2022-09-11,HR,HR Director,94700,29,Male,Toronto,High School,8,4.9,7.0,True
EMP-3084,2018-07-31,Product,Product Analyst,92200,58,Female,Toronto,Bachelor,7,2.1,4.7,True
EMP-3085,2018-09-22,Engineering,Junior Dev,86000,26,Female,New York,Master,2,2.6,3.7,True
EMP-3086,2019-07-07,Legal,Senior Counsel,151900,31,Female,Toronto,PhD,9,2.8,9.8,True
EMP-3087,2015-02-05,Product,Product Manager,138600,34,Non-binary,Remote,Bachelor,0,4.1,9.2,True
EMP-3088,2018-06-05,Sales,SDR,81200,30,Non-binary,London,Bachelor,1,4.5,7.3,True
EMP-3089,2021-12-25,HR,HR Manager,73900,22,Female,Remote,Bachelor,0,3.1,2.3,True
EMP-3090,2016-08-26,Product,Product Manager,104400,44,Male,New York,Master,9,4.2,6.8,True
EMP-3091,2016-08-12,Marketing,Content Writer,86200,53,Male,New York,PhD,11,1.4,6.7,False
EMP-3092,2017-06-17,HR,HR Director,108900,53,Male,Remote,Bachelor,13,3.5,6.6,False
EMP-3093,2015-12-22,Marketing,Content Writer,66600,50,Non-binary,New York,High School,5,2.4,4.7,True
EMP-3094,2017-09-01,Legal,Paralegal,81000,33,Female,London,Bachelor,12,1.5,8.0,False
EMP-3095,2018-06-09,Sales,Sales Manager,131200,25,Male,Berlin,High School,0,4.5,8.0,True
EMP-3096,2016-03-24,Engineering,Staff Engineer,137400,50,Male,Berlin,PhD,26,3.9,9.1,True
EMP-3097,2016-02-17,Marketing,Content Writer,64400,39,Non-binary,London,Bachelor,14,1.3,3.2,True
EMP-3098,2020-06-08,Sales,Sales Manager,98600,54,Male,Sydney,High School,9,3.1,3.2,True
EMP-3099,2015-02-23,Engineering,Senior Dev,129300,36,Non-binary,New York,Bachelor,1,3.8,7.7,True
EMP-3100,2023-07-05,Sales,SDR,67200,51,Male,New York,High School,16,4.3,6.4,True
EMP-3101,2021-04-02,Legal,Senior Counsel,136800,36,Female,Berlin,High School,5,3.4,8.7,False
EMP-3102,2015-08-15,Finance,CFO,122900,30,Male,Toronto,PhD,7,3.1,4.1,True
EMP-3103,2016-02-19,Finance,CFO,117900,55,Non-binary,New York,Bachelor,17,3.7,3.1,True
EMP-3104,2022-06-28,Finance,Finance Manager,133800,24,Non-binary,Toronto,High School,3,2.8,6.1,True
EMP-3105,2015-08-28,Product,VP of Product,156100,32,Non-binary,Sydney,Bachelor,3,1.5,6.2,True
EMP-3106,2023-08-22,Sales,SDR,88300,55,Non-binary,Berlin,High School,7,3.0,2.3,True
EMP-3107,2015-04-03,Legal,Associate,98100,32,Male,London,Bachelor,3,2.2,6.7,True
EMP-3108,2017-11-11,Product,Senior PM,121800,54,Male,Sydney,Master,24,1.9,7.1,True
EMP-3109,2016-04-08,Engineering,Engineering Manager,147600,36,Non-binary,Sydney,Bachelor,10,1.9,1.4,True
EMP-3110,2019-07-25,Marketing,CMO,109100,58,Non-binary,Toronto,Bachelor,5,1.6,6.4,True
EMP-3111,2019-04-07,Operations,COO,93300,54,Male,Remote,PhD,1,2.2,2.8,True
EMP-3112,2023-09-20,Legal,Paralegal,89800,57,Female,Sydney,PhD,29,4.2,7.1,True
EMP-3113,2018-07-13,Legal,Paralegal,78900,51,Female,Toronto,PhD,21,4.4,3.9,True
EMP-3114,2015-10-07,Product,VP of Product,164100,36,Female,Sydney,High School,4,2.1,5.0,True
EMP-3115,2020-07-21,Sales,SDR,67800,58,Female,Remote,Bachelor,10,3.1,9.8,True
EMP-3116,2019-04-27,Product,Senior PM,129200,54,Non-binary,New York,Bachelor,3,1.5,5.9,True
EMP-3117,2021-05-02,Legal,General Counsel,153300,29,Female,Toronto,Bachelor,4,4.2,3.7,True
EMP-3118,2020-08-31,Marketing,Content Writer,59800,57,Non-binary,London,Master,22,1.2,8.0,True
EMP-3119,2023-12-06,Operations,COO,77700,40,Male,Remote,Bachelor,1,3.9,3.4,True
EMP-3120,2020-02-17,Engineering,Senior Dev,112900,42,Non-binary,New York,High School,11,4.2,9.3,True
EMP-3121,2021-10-17,Product,VP of Product,153500,44,Female,Remote,Master,0,1.7,3.6,True
EMP-3122,2021-06-11,Finance,CFO,151400,24,Female,Toronto,Master,2,1.3,6.6,True
EMP-3123,2016-12-04,Product,Product Manager,149200,54,Female,Berlin,High School,10,2.5,3.4,True
EMP-3124,2021-10-07,Marketing,CMO,129000,58,Female,London,Master,9,2.3,6.4,True
EMP-3125,2021-03-27,Sales,Account Executive,85700,43,Non-binary,London,Master,6,4.0,9.9,True
EMP-3126,2016-08-25,Engineering,Junior Dev,110300,56,Non-binary,Toronto,High School,31,1.7,3.1,True
EMP-3127,2021-01-17,Operations,COO,84600,24,Non-binary,New York,PhD,2,4.7,5.0,True
EMP-3128,2023-10-24,HR,HR Coordinator,74300,55,Non-binary,Sydney,Master,11,5.0,2.1,True
EMP-3129,2017-06-28,Legal,Senior Counsel,130900,32,Non-binary,Toronto,Master,5,3.2,2.7,False
EMP-3130,2020-01-16,Sales,SDR,91200,30,Female,London,PhD,9,1.1,4.4,False
EMP-3131,2022-11-07,Marketing,Marketing Manager,96200,46,Non-binary,Sydney,PhD,3,1.2,6.4,True
EMP-3132,2018-05-02,Engineering,Lead Engineer,117800,46,Female,Toronto,High School,9,2.3,4.9,True
EMP-3133,2016-10-13,Operations,Ops Manager,93300,42,Female,New York,Bachelor,1,3.1,6.4,True
EMP-3134,2016-04-26,Product,VP of Product,154400,38,Non-binary,Toronto,Bachelor,17,4.6,1.5,False
EMP-3135,2018-07-30,Product,Product Analyst,92300,38,Female,New York,Master,4,1.9,8.7,True
EMP-3136,2015-12-30,Operations,COO,104800,27,Male,Berlin,Master,1,3.4,9.6,True
EMP-3137,2018-01-14,Operations,Ops Analyst,79300,39,Non-binary,Berlin,High School,4,2.3,2.0,True
EMP-3138,2015-12-21,Operations,COO,100800,31,Female,New York,PhD,2,3.7,1.5,True
EMP-3139,2022-05-03,Finance,Finance Manager,118600,25,Female,Sydney,Master,1,1.3,1.6,True
EMP-3140,2015-01-14,Sales,Sales Manager,103900,44,Female,Toronto,PhD,16,3.9,8.4,True
EMP-3141,2017-07-11,Finance,Analyst,78800,37,Non-binary,New York,PhD,4,2.0,2.8,False
EMP-3142,2015-10-27,Sales,Account Executive,103200,40,Male,New York,Bachelor,4,3.0,3.8,True
EMP-3143,2017-05-10,Engineering,Staff Engineer,165100,29,Male,Remote,Master,5,2.2,6.2,True
EMP-3144,2017-08-16,Finance,Accountant,104300,42,Female,Toronto,Bachelor,0,3.3,3.9,True
EMP-3145,2018-10-10,Finance,Finance Manager,139900,54,Female,Berlin,High School,10,1.8,3.0,True
EMP-3146,2023-03-23,Operations,COO,107800,29,Male,London,High School,8,2.5,5.6,True
EMP-3147,2021-09-11,Operations,Ops Manager,71500,25,Non-binary,New York,Bachelor,2,3.9,9.4,True
EMP-3148,2016-02-04,Sales,Account Executive,87900,34,Female,Remote,PhD,9,1.6,4.9,True
EMP-3149,2022-01-09,Finance,CFO,129400,31,Female,Sydney,Master,7,3.1,9.4,True
EMP-3150,2016-08-04,Marketing,SEO Specialist,92800,49,Non-binary,Berlin,PhD,18,4.1,8.3,True
EMP-3151,2016-11-04,Engineering,Engineering Manager,169800,34,Non-binary,New York,Master,13,1.1,5.6,True
EMP-3152,2017-12-20,Operations,Ops Manager,85000,34,Non-binary,Toronto,Bachelor,5,4.9,6.1,True
EMP-3153,2018-09-07,Legal,General Counsel,142100,46,Non-binary,Berlin,High School,12,2.4,3.5,True
EMP-3154,2015-11-11,Product,Product Manager,126900,30,Non-binary,Berlin,PhD,7,1.2,2.8,True
EMP-3155,2021-03-05,Engineering,Junior Dev,118300,58,Female,New York,Master,26,2.8,9.6,True
EMP-3156,2015-05-02,Engineering,Engineering Manager,165000,44,Female,London,PhD,20,3.6,4.2,True
EMP-3157,2023-04-07,Operations,Ops Manager,76000,27,Male,Toronto,Master,4,4.4,6.6,True
EMP-3158,2021-12-19,Marketing,SEO Specialist,91000,29,Non-binary,Remote,Bachelor,2,3.2,7.2,True
EMP-3159,2015-02-13,Legal,General Counsel,150300,41,Female,Berlin,High School,1,2.9,7.0,True
EMP-3160,2017-07-16,Marketing,Content Writer,76200,50,Male,Sydney,Bachelor,7,3.9,8.7,True
EMP-3161,2015-01-11,HR,HR Manager,78600,57,Female,London,PhD,19,3.8,4.5,True
EMP-3162,2017-05-01,Engineering,Senior Dev,118600,24,Female,Remote,Master,0,1.4,5.3,True
EMP-3163,2016-04-30,Engineering,Junior Dev,99900,53,Female,London,Master,11,1.1,1.6,True
EMP-3164,2016-09-21,Legal,Associate,121600,52,Non-binary,Berlin,PhD,19,3.5,1.8,True
EMP-3165,2021-03-05,Finance,Accountant,117600,51,Male,Remote,PhD,28,3.7,4.7,True
EMP-3166,2018-09-08,Legal,Associate,98100,25,Male,Toronto,Bachelor,1,1.4,8.2,False
EMP-3167,2018-04-23,Engineering,Senior Dev,120000,49,Non-binary,Remote,Bachelor,12,3.1,6.1,True
EMP-3168,2016-09-12,Product,VP of Product,150100,22,Male,New York,High School,1,3.2,8.5,True
EMP-3169,2022-05-12,Legal,Senior Counsel,154000,38,Male,Remote,Master,3,4.7,3.9,True
EMP-3170,2017-09-23,Finance,Analyst,83100,47,Female,London,Master,24,3.8,7.5,True
EMP-3171,2019-06-07,HR,HR Director,92100,56,Female,Remote,Master,11,3.2,8.2,True
EMP-3172,2020-11-14,Marketing,CMO,117600,44,Male,Toronto,Master,4,1.9,4.5,True
EMP-3173,2015-07-31,Product,Product Manager,144900,44,Male,Remote,Master,0,2.0,4.9,True
EMP-3174,2018-03-11,Sales,Account Executive,85800,48,Non-binary,Remote,High School,24,3.3,2.2,True
EMP-3175,2017-05-17,Marketing,Marketing Manager,106000,40,Male,Toronto,PhD,19,2.7,6.4,True
EMP-3176,2022-04-22,Marketing,Marketing Manager,103600,34,Non-binary,London,High School,4,1.5,7.3,True
EMP-3177,2023-02-22,Finance,CFO,133500,30,Non-binary,Berlin,High School,0,3.7,7.5,True
EMP-3178,2020-07-24,Finance,Analyst,82500,42,Non-binary,London,PhD,19,4.0,3.5,True
EMP-3179,2019-08-16,Finance,CFO,110300,49,Non-binary,Remote,PhD,6,1.3,4.3,True
EMP-3180,2020-11-06,Legal,Senior Counsel,119500,26,Male,Toronto,PhD,5,2.8,1.5,True
EMP-3181,2021-01-08,Product,Senior PM,134200,52,Male,Remote,Master,3,1.0,7.6,False
EMP-3182,2015-12-03,Engineering,Lead Engineer,136700,44,Female,Toronto,Bachelor,9,2.3,1.4,True
EMP-3183,2021-12-31,Legal,Associate,130000,58,Non-binary,London,Bachelor,34,3.5,5.5,True
EMP-3184,2017-06-20,Operations,Ops Manager,87500,28,Male,Sydney,Bachelor,0,3.9,8.0,True
EMP-3185,2016-11-30,Operations,Ops Manager,85600,46,Male,Berlin,High School,22,2.4,2.2,True
EMP-3186,2018-01-17,HR,Recruiter,77100,58,Female,New York,Master,17,1.8,1.4,True
EMP-3187,2019-03-06,Product,Senior PM,170200,32,Non-binary,Sydney,Master,6,3.3,5.1,True
EMP-3188,2019-03-14,Operations,COO,79600,56,Male,Sydney,High School,25,3.1,1.7,True
EMP-3189,2022-02-20,Finance,Analyst,88900,53,Male,New York,Bachelor,20,1.0,9.4,True
EMP-3190,2016-06-06,Marketing,CMO,96600,51,Male,London,Master,23,1.0,3.6,True
EMP-3191,2021-08-27,Legal,General Counsel,175800,28,Female,London,PhD,6,2.8,4.8,True
EMP-3192,2016-12-24,Sales,Account Executive,99200,35,Male,Sydney,High School,14,3.0,6.5,True
EMP-3193,2016-07-28,Operations,Ops Analyst,69300,52,Non-binary,Toronto,High School,22,3.9,8.3,True
EMP-3194,2016-12-13,HR,HR Manager,75400,24,Non-binary,Sydney,Master,0,4.6,4.7,True
EMP-3195,2016-01-18,Product,Senior PM,147000,40,Non-binary,Sydney,High School,8,4.6,9.1,True
EMP-3196,2020-06-17,Operations,Ops Analyst,61900,49,Female,New York,PhD,3,3.0,7.7,True
EMP-3197,2022-03-02,Marketing,Marketing Manager,120400,54,Non-binary,Berlin,Master,18,4.9,2.2,True
EMP-3198,2016-03-21,Marketing,SEO Specialist,99200,54,Male,London,PhD,16,4.1,1.3,False
EMP-3199,2018-10-09,Product,Product Analyst,104100,46,Non-binary,Remote,High School,10,1.7,5.5,True
EMP-3200,2021-06-25,Finance,Analyst,86400,37,Female,New York,PhD,4,2.1,9.2,True
EMP-3201,2023-02-18,Operations,COO,100000,25,Female,Sydney,High School,2,1.3,4.1,True
EMP-3202,2015-03-19,Legal,General Counsel,160200,37,Non-binary,Sydney,High School,10,3.1,2.7,True
EMP-3203,2021-05-03,Engineering,Senior Dev,138800,47,Male,Toronto,Bachelor,23,1.9,2.5,True
EMP-3204,2022-05-25,Finance,Analyst,75100,50,Female,Berlin,Bachelor,28,2.2,7.9,True
EMP-3205,2020-10-08,Legal,General Counsel,160800,38,Female,London,High School,13,3.0,8.0,True
EMP-3206,2018-04-27,Product,VP of Product,183300,54,Non-binary,New York,Master,14,3.0,4.0,True
EMP-3207,2021-11-22,Engineering,Engineering Manager,204400,53,Male,Remote,Bachelor,8,2.1,6.4,True
EMP-3208,2018-02-25,Legal,Associate,132300,30,Non-binary,London,PhD,8,3.9,8.5,True
EMP-3209,2017-06-24,Engineering,Junior Dev,93000,48,Female,New York,PhD,27,4.6,6.7,True
EMP-3210,2019-06-06,Operations,Ops Manager,79500,42,Male,London,High School,8,3.5,4.4,True
EMP-3211,2023-07-27,Operations,Ops Analyst,76200,58,Male,Berlin,Bachelor,21,4.6,6.3,True
EMP-3212,2017-12-03,Product,VP of Product,192000,52,Non-binary,Sydney,Bachelor,12,3.3,1.4,True
EMP-3213,2020-02-07,Sales,Sales Manager,115000,52,Non-binary,Sydney,PhD,31,2.4,6.6,True
EMP-3214,2016-05-17,Product,Product Analyst,104400,42,Male,Toronto,High School,15,2.5,8.9,True
EMP-3215,2020-03-19,Product,Product Manager,106700,37,Non-binary,Toronto,High School,15,4.6,7.5,True
EMP-3216,2019-04-08,Sales,Account Executive,95100,36,Non-binary,Remote,Master,3,3.8,4.7,True
EMP-3217,2017-04-23,Operations,Ops Analyst,70700,40,Non-binary,Berlin,Master,1,2.8,9.1,True
EMP-3218,2019-08-11,Operations,Ops Manager,85500,33,Male,Sydney,Bachelor,4,2.0,7.2,False
EMP-3219,2022-05-03,Sales,Account Executive,92400,33,Non-binary,Toronto,Bachelor,10,2.0,1.5,True
EMP-3220,2020-11-03,Product,Product Analyst,85600,26,Male,New York,High School,1,4.3,4.1,True
EMP-3221,2016-10-14,Engineering,Lead Engineer,116800,36,Male,Toronto,Bachelor,4,2.1,3.9,True
EMP-3222,2018-12-25,Marketing,Content Writer,73100,39,Female,Remote,PhD,0,3.3,3.4,True
EMP-3223,2021-09-28,Finance,CFO,118000,51,Male,New York,Master,18,2.5,1.2,True
EMP-3224,2021-11-15,Marketing,SEO Specialist,91300,44,Female,Remote,Master,23,4.1,4.9,True
EMP-3225,2021-07-13,Product,Senior PM,135300,54,Non-binary,Remote,High School,30,2.6,6.4,True
EMP-3226,2020-05-10,Operations,COO,102600,40,Male,Remote,High School,5,2.1,1.6,True
EMP-3227,2020-08-03,Product,VP of Product,195300,56,Female,Sydney,Bachelor,6,4.0,4.7,True
EMP-3228,2017-01-29,Operations,Ops Analyst,63200,56,Non-binary,Sydney,PhD,19,1.3,7.0,True
EMP-3229,2018-01-05,Product,Senior PM,125900,31,Non-binary,London,High School,7,4.8,9.3,True
EMP-3230,2020-06-21,Finance,CFO,156000,47,Non-binary,Toronto,PhD,0,3.3,1.5,True
EMP-3231,2020-06-12,HR,HR Director,118000,28,Female,Toronto,PhD,4,2.3,4.0,True
EMP-3232,2017-04-11,Product,Senior PM,128900,57,Non-binary,Toronto,Master,34,2.0,1.0,True
EMP-3233,2015-02-14,Operations,Ops Manager,93800,56,Female,Toronto,High School,26,3.2,8.6,True
EMP-3234,2022-03-08,Marketing,CMO,128400,33,Non-binary,Sydney,Master,12,1.2,4.0,False
EMP-3235,2021-01-09,Marketing,Content Writer,69100,42,Non-binary,New York,Bachelor,13,1.4,1.1,True
EMP-3236,2018-09-22,HR,Recruiter,86400,31,Male,Sydney,Master,7,1.4,3.5,True
EMP-3237,2018-09-17,HR,Recruiter,79700,54,Male,London,PhD,25,2.0,4.8,True
EMP-3238,2018-08-24,Marketing,Marketing Manager,84000,39,Male,New York,High School,14,2.6,9.9,True
EMP-3239,2016-05-17,HR,HR Coordinator,73100,44,Male,New York,Master,8,4.6,5.1,True
EMP-3240,2019-11-05,Marketing,SEO Specialist,100900,46,Male,Remote,Bachelor,19,4.7,3.6,True
EMP-3241,2019-02-28,Finance,Analyst,68300,27,Male,New York,Bachelor,0,2.1,2.1,True
EMP-3242,2017-04-29,Operations,Ops Analyst,56400,27,Non-binary,Remote,Bachelor,4,2.2,2.7,True
EMP-3243,2017-05-08,Legal,Senior Counsel,148700,53,Male,Toronto,Master,2,3.7,8.8,False
EMP-3244,2023-08-08,HR,HR Coordinator,62000,44,Non-binary,Remote,High School,9,1.7,1.6,True
EMP-3245,2017-11-06,Engineering,Staff Engineer,166400,47,Male,Toronto,PhD,4,2.5,8.9,True
EMP-3246,2021-03-02,Engineering,Junior Dev,113400,27,Female,Remote,Bachelor,5,4.6,8.4,True
